{'SiO2': 87, 'TiO2': 91, 'Al2O3': 71, 'FeO': 17, 'MnO': 18, 'MgO': 72, 'CaO': 69, 'Na2O': 1, 'K2O': 100, 'F': 97, 'Cl': 80, 'Bjergart': 'Dunit'}
{'SiO2': 86, 'TiO2': 63, 'Al2O3': 97, 'FeO': 40, 'MnO': 62, 'MgO': 53, 'CaO': 24, 'Na2O': 53, 'K2O': 62, 'F': 78, 'Cl': 15, 'Bjergart': 'Harzburgite'}
{'SiO2': 35, 'TiO2': 84, 'Al2O3': 92, 'FeO': 40, 'MnO': 42, 'MgO': 91, 'CaO': 87, 'Na2O': 99, 'K2O': 1, 'F': 89, 'Cl': 60, 'Bjergart': 'Dunit'}
{'SiO2': 80, 'TiO2': 82, 'Al2O3': 35, 'FeO': 76, 'MnO': 19, 'MgO': 65, 'CaO': 17, 'Na2O': 70, 'K2O': 41, 'F': 42, 'Cl': 42, 'Bjergart': 'Harzburgite'}
{'SiO2': 16, 'TiO2': 87, 'Al2O3': 48, 'FeO': 16, 'MnO': 30, 'MgO': 58, 'CaO': 53, 'Na2O': 9, 'K2O': 17, 'F': 90, 'Cl': 9, 'Bjergart': 'Amfibolit'}
{'SiO2': 63, 'TiO2': 51, 'Al2O3': 20, 'FeO': 57, 'MnO': 16, 'MgO': 46, 'CaO': 5, 'Na2O': 87, 'K2O': 47, 'F': 98, 'Cl': 1, 'Bjergart': 'Gnejs'}
{'SiO2': 5, 'TiO2': 60, 'Al2O3': 70, 'FeO': 7, 'MnO': 21, 'MgO': 64, 'CaO': 80, 'Na2O': 20, 'K2O': 33, 'F': 27, 'Cl': 1, 'Bjergart': 'Dunit'}
{'SiO2': 19, 'TiO2': 6, 'Al2O3': 30, 'FeO': 36, 'MnO': 40, 'MgO': 51, 'CaO': 91, 'Na2O': 36, 'K2O': 65, 'F': 15, 'Cl': 27, 'Bjergart': 'Granulit'}
{'SiO2': 47, 'TiO2': 54, 'Al2O3': 4, 'FeO': 81, 'MnO': 46, 'MgO': 65, 'CaO': 73, 'Na2O': 19, 'K2O': 28, 'F': 22, 'Cl': 20, 'Bjergart': 'Granulit'}
{'SiO2': 74, 'TiO2': 44, 'Al2O3': 57, 'FeO': 96, 'MnO': 27, 'MgO': 93, 'CaO': 48, 'Na2O': 50, 'K2O': 7, 'F': 59, 'Cl': 60, 'Bjergart': 'Gnejs'}
{'SiO2': 54, 'TiO2': 8, 'Al2O3': 21, 'FeO': 72, 'MnO': 80, 'MgO': 85, 'CaO': 5, 'Na2O': 88, 'K2O': 35, 'F': 50, 'Cl': 10, 'Bjergart': 'Harzburgite'}
{'SiO2': 92, 'TiO2': 33, 'Al2O3': 43, 'FeO': 27, 'MnO': 46, 'MgO': 28, 'CaO': 66, 'Na2O': 66, 'K2O': 72, 'F': 84, 'Cl': 76, 'Bjergart': 'Gnejs'}
{'SiO2': 97, 'TiO2': 44, 'Al2O3': 37, 'FeO': 34, 'MnO': 55, 'MgO': 50, 'CaO': 80, 'Na2O': 15, 'K2O': 71, 'F': 13, 'Cl': 60, 'Bjergart': 'Granulit'}
{'SiO2': 20, 'TiO2': 50, 'Al2O3': 36, 'FeO': 14, 'MnO': 70, 'MgO': 81, 'CaO': 2, 'Na2O': 12, 'K2O': 60, 'F': 8, 'Cl': 14, 'Bjergart': 'Gnejs'}
{'SiO2': 40, 'TiO2': 66, 'Al2O3': 75, 'FeO': 38, 'MnO': 42, 'MgO': 44, 'CaO': 77, 'Na2O': 96, 'K2O': 50, 'F': 94, 'Cl': 7, 'Bjergart': 'Gnejs'}
{'SiO2': 76, 'TiO2': 49, 'Al2O3': 58, 'FeO': 69, 'MnO': 29, 'MgO': 7, 'CaO': 0, 'Na2O': 47, 'K2O': 7, 'F': 4, 'Cl': 13, 'Bjergart': 'Granulit'}
{'SiO2': 60, 'TiO2': 51, 'Al2O3': 92, 'FeO': 50, 'MnO': 83, 'MgO': 92, 'CaO': 45, 'Na2O': 80, 'K2O': 45, 'F': 2, 'Cl': 73, 'Bjergart': 'Basalt'}
{'SiO2': 0, 'TiO2': 9, 'Al2O3': 33, 'FeO': 84, 'MnO': 77, 'MgO': 27, 'CaO': 61, 'Na2O': 68, 'K2O': 33, 'F': 17, 'Cl': 100, 'Bjergart': 'Harzburgite'}
{'SiO2': 12, 'TiO2': 47, 'Al2O3': 82, 'FeO': 97, 'MnO': 39, 'MgO': 7, 'CaO': 51, 'Na2O': 86, 'K2O': 49, 'F': 52, 'Cl': 31, 'Bjergart': 'Dunit'}
{'SiO2': 75, 'TiO2': 19, 'Al2O3': 55, 'FeO': 77, 'MnO': 41, 'MgO': 95, 'CaO': 20, 'Na2O': 54, 'K2O': 75, 'F': 84, 'Cl': 68, 'Bjergart': 'Basalt'}
{'SiO2': 19, 'TiO2': 66, 'Al2O3': 84, 'FeO': 87, 'MnO': 71, 'MgO': 59, 'CaO': 52, 'Na2O': 53, 'K2O': 44, 'F': 67, 'Cl': 49, 'Bjergart': 'Amfibolit'}
{'SiO2': 17, 'TiO2': 100, 'Al2O3': 68, 'FeO': 61, 'MnO': 98, 'MgO': 35, 'CaO': 38, 'Na2O': 64, 'K2O': 0, 'F': 88, 'Cl': 86, 'Bjergart': 'Gnejs'}
{'SiO2': 53, 'TiO2': 72, 'Al2O3': 2, 'FeO': 86, 'MnO': 33, 'MgO': 42, 'CaO': 35, 'Na2O': 69, 'K2O': 78, 'F': 66, 'Cl': 68, 'Bjergart': 'Granulit'}
{'SiO2': 77, 'TiO2': 65, 'Al2O3': 23, 'FeO': 27, 'MnO': 53, 'MgO': 42, 'CaO': 55, 'Na2O': 35, 'K2O': 45, 'F': 93, 'Cl': 86, 'Bjergart': 'Basalt'}
{'SiO2': 2, 'TiO2': 93, 'Al2O3': 73, 'FeO': 72, 'MnO': 88, 'MgO': 15, 'CaO': 85, 'Na2O': 30, 'K2O': 24, 'F': 42, 'Cl': 13, 'Bjergart': 'Gnejs'}
{'SiO2': 23, 'TiO2': 21, 'Al2O3': 54, 'FeO': 78, 'MnO': 96, 'MgO': 74, 'CaO': 92, 'Na2O': 20, 'K2O': 21, 'F': 19, 'Cl': 30, 'Bjergart': 'Dunit'}
{'SiO2': 32, 'TiO2': 89, 'Al2O3': 57, 'FeO': 16, 'MnO': 95, 'MgO': 2, 'CaO': 52, 'Na2O': 74, 'K2O': 72, 'F': 1, 'Cl': 56, 'Bjergart': 'Gnejs'}
{'SiO2': 32, 'TiO2': 91, 'Al2O3': 12, 'FeO': 63, 'MnO': 88, 'MgO': 90, 'CaO': 53, 'Na2O': 27, 'K2O': 36, 'F': 57, 'Cl': 54, 'Bjergart': 'Amfibolit'}
{'SiO2': 83, 'TiO2': 26, 'Al2O3': 23, 'FeO': 43, 'MnO': 47, 'MgO': 98, 'CaO': 37, 'Na2O': 77, 'K2O': 13, 'F': 17, 'Cl': 26, 'Bjergart': 'Granulit'}
{'SiO2': 53, 'TiO2': 32, 'Al2O3': 60, 'FeO': 57, 'MnO': 84, 'MgO': 69, 'CaO': 47, 'Na2O': 13, 'K2O': 59, 'F': 56, 'Cl': 82, 'Bjergart': 'Basalt'}
{'SiO2': 41, 'TiO2': 11, 'Al2O3': 66, 'FeO': 80, 'MnO': 88, 'MgO': 9, 'CaO': 39, 'Na2O': 28, 'K2O': 49, 'F': 55, 'Cl': 36, 'Bjergart': 'Gnejs'}
{'SiO2': 28, 'TiO2': 3, 'Al2O3': 55, 'FeO': 55, 'MnO': 9, 'MgO': 96, 'CaO': 36, 'Na2O': 52, 'K2O': 73, 'F': 33, 'Cl': 16, 'Bjergart': 'Basalt'}
{'SiO2': 62, 'TiO2': 38, 'Al2O3': 80, 'FeO': 89, 'MnO': 4, 'MgO': 100, 'CaO': 80, 'Na2O': 74, 'K2O': 22, 'F': 98, 'Cl': 77, 'Bjergart': 'Granit'}
{'SiO2': 86, 'TiO2': 85, 'Al2O3': 10, 'FeO': 64, 'MnO': 97, 'MgO': 43, 'CaO': 27, 'Na2O': 94, 'K2O': 14, 'F': 5, 'Cl': 4, 'Bjergart': 'Granulit'}
{'SiO2': 43, 'TiO2': 47, 'Al2O3': 82, 'FeO': 40, 'MnO': 60, 'MgO': 6, 'CaO': 92, 'Na2O': 30, 'K2O': 48, 'F': 16, 'Cl': 76, 'Bjergart': 'Granit'}
{'SiO2': 75, 'TiO2': 44, 'Al2O3': 99, 'FeO': 78, 'MnO': 92, 'MgO': 88, 'CaO': 23, 'Na2O': 3, 'K2O': 60, 'F': 92, 'Cl': 31, 'Bjergart': 'Gnejs'}
{'SiO2': 29, 'TiO2': 71, 'Al2O3': 92, 'FeO': 82, 'MnO': 55, 'MgO': 88, 'CaO': 22, 'Na2O': 68, 'K2O': 88, 'F': 88, 'Cl': 55, 'Bjergart': 'Granit'}
{'SiO2': 4, 'TiO2': 100, 'Al2O3': 59, 'FeO': 81, 'MnO': 65, 'MgO': 9, 'CaO': 19, 'Na2O': 2, 'K2O': 10, 'F': 31, 'Cl': 35, 'Bjergart': 'Granulit'}
{'SiO2': 46, 'TiO2': 96, 'Al2O3': 42, 'FeO': 66, 'MnO': 21, 'MgO': 91, 'CaO': 29, 'Na2O': 82, 'K2O': 57, 'F': 8, 'Cl': 49, 'Bjergart': 'Gnejs'}
{'SiO2': 78, 'TiO2': 29, 'Al2O3': 17, 'FeO': 87, 'MnO': 70, 'MgO': 90, 'CaO': 69, 'Na2O': 7, 'K2O': 18, 'F': 86, 'Cl': 6, 'Bjergart': 'Dunit'}
{'SiO2': 20, 'TiO2': 82, 'Al2O3': 93, 'FeO': 48, 'MnO': 48, 'MgO': 13, 'CaO': 16, 'Na2O': 24, 'K2O': 40, 'F': 77, 'Cl': 72, 'Bjergart': 'Granulit'}
{'SiO2': 71, 'TiO2': 29, 'Al2O3': 22, 'FeO': 42, 'MnO': 20, 'MgO': 42, 'CaO': 64, 'Na2O': 57, 'K2O': 22, 'F': 32, 'Cl': 15, 'Bjergart': 'Granulit'}
{'SiO2': 49, 'TiO2': 38, 'Al2O3': 47, 'FeO': 27, 'MnO': 30, 'MgO': 33, 'CaO': 89, 'Na2O': 73, 'K2O': 23, 'F': 84, 'Cl': 57, 'Bjergart': 'Amfibolit'}
{'SiO2': 73, 'TiO2': 59, 'Al2O3': 88, 'FeO': 94, 'MnO': 64, 'MgO': 25, 'CaO': 8, 'Na2O': 77, 'K2O': 75, 'F': 16, 'Cl': 75, 'Bjergart': 'Granulit'}
{'SiO2': 70, 'TiO2': 45, 'Al2O3': 18, 'FeO': 73, 'MnO': 16, 'MgO': 47, 'CaO': 57, 'Na2O': 41, 'K2O': 76, 'F': 89, 'Cl': 100, 'Bjergart': 'Dunit'}
{'SiO2': 38, 'TiO2': 17, 'Al2O3': 40, 'FeO': 87, 'MnO': 1, 'MgO': 5, 'CaO': 77, 'Na2O': 53, 'K2O': 15, 'F': 2, 'Cl': 79, 'Bjergart': 'Amfibolit'}
{'SiO2': 92, 'TiO2': 60, 'Al2O3': 5, 'FeO': 46, 'MnO': 69, 'MgO': 69, 'CaO': 14, 'Na2O': 21, 'K2O': 35, 'F': 52, 'Cl': 28, 'Bjergart': 'Granit'}
{'SiO2': 84, 'TiO2': 87, 'Al2O3': 85, 'FeO': 91, 'MnO': 79, 'MgO': 99, 'CaO': 65, 'Na2O': 45, 'K2O': 22, 'F': 74, 'Cl': 43, 'Bjergart': 'Amfibolit'}
{'SiO2': 86, 'TiO2': 100, 'Al2O3': 38, 'FeO': 85, 'MnO': 41, 'MgO': 82, 'CaO': 98, 'Na2O': 37, 'K2O': 29, 'F': 88, 'Cl': 45, 'Bjergart': 'Dunit'}
{'SiO2': 91, 'TiO2': 76, 'Al2O3': 73, 'FeO': 44, 'MnO': 26, 'MgO': 96, 'CaO': 35, 'Na2O': 18, 'K2O': 61, 'F': 53, 'Cl': 84, 'Bjergart': 'Harzburgite'}
{'SiO2': 24, 'TiO2': 22, 'Al2O3': 7, 'FeO': 95, 'MnO': 81, 'MgO': 21, 'CaO': 77, 'Na2O': 40, 'K2O': 28, 'F': 27, 'Cl': 82, 'Bjergart': 'Dunit'}
{'SiO2': 88, 'TiO2': 64, 'Al2O3': 76, 'FeO': 73, 'MnO': 32, 'MgO': 28, 'CaO': 92, 'Na2O': 85, 'K2O': 73, 'F': 79, 'Cl': 50, 'Bjergart': 'Dunit'}
{'SiO2': 71, 'TiO2': 49, 'Al2O3': 38, 'FeO': 52, 'MnO': 27, 'MgO': 42, 'CaO': 75, 'Na2O': 29, 'K2O': 48, 'F': 32, 'Cl': 38, 'Bjergart': 'Granulit'}
{'SiO2': 24, 'TiO2': 98, 'Al2O3': 92, 'FeO': 35, 'MnO': 69, 'MgO': 33, 'CaO': 18, 'Na2O': 14, 'K2O': 24, 'F': 24, 'Cl': 52, 'Bjergart': 'Dunit'}
{'SiO2': 92, 'TiO2': 23, 'Al2O3': 83, 'FeO': 75, 'MnO': 4, 'MgO': 92, 'CaO': 83, 'Na2O': 96, 'K2O': 37, 'F': 3, 'Cl': 49, 'Bjergart': 'Gnejs'}
{'SiO2': 79, 'TiO2': 41, 'Al2O3': 25, 'FeO': 79, 'MnO': 0, 'MgO': 51, 'CaO': 19, 'Na2O': 41, 'K2O': 79, 'F': 65, 'Cl': 53, 'Bjergart': 'Basalt'}
{'SiO2': 80, 'TiO2': 24, 'Al2O3': 63, 'FeO': 100, 'MnO': 95, 'MgO': 36, 'CaO': 17, 'Na2O': 54, 'K2O': 0, 'F': 98, 'Cl': 29, 'Bjergart': 'Amfibolit'}
{'SiO2': 90, 'TiO2': 52, 'Al2O3': 60, 'FeO': 16, 'MnO': 52, 'MgO': 55, 'CaO': 79, 'Na2O': 100, 'K2O': 38, 'F': 51, 'Cl': 25, 'Bjergart': 'Basalt'}
{'SiO2': 36, 'TiO2': 65, 'Al2O3': 17, 'FeO': 58, 'MnO': 87, 'MgO': 45, 'CaO': 62, 'Na2O': 33, 'K2O': 23, 'F': 78, 'Cl': 55, 'Bjergart': 'Amfibolit'}
{'SiO2': 47, 'TiO2': 46, 'Al2O3': 7, 'FeO': 80, 'MnO': 33, 'MgO': 58, 'CaO': 66, 'Na2O': 90, 'K2O': 47, 'F': 6, 'Cl': 87, 'Bjergart': 'Granulit'}
{'SiO2': 41, 'TiO2': 92, 'Al2O3': 18, 'FeO': 14, 'MnO': 48, 'MgO': 44, 'CaO': 46, 'Na2O': 74, 'K2O': 81, 'F': 13, 'Cl': 93, 'Bjergart': 'Amfibolit'}
{'SiO2': 49, 'TiO2': 62, 'Al2O3': 26, 'FeO': 97, 'MnO': 57, 'MgO': 96, 'CaO': 9, 'Na2O': 45, 'K2O': 95, 'F': 13, 'Cl': 29, 'Bjergart': 'Amfibolit'}
{'SiO2': 69, 'TiO2': 4, 'Al2O3': 86, 'FeO': 73, 'MnO': 92, 'MgO': 70, 'CaO': 60, 'Na2O': 1, 'K2O': 19, 'F': 1, 'Cl': 62, 'Bjergart': 'Gnejs'}
{'SiO2': 41, 'TiO2': 29, 'Al2O3': 29, 'FeO': 30, 'MnO': 50, 'MgO': 90, 'CaO': 68, 'Na2O': 69, 'K2O': 44, 'F': 46, 'Cl': 2, 'Bjergart': 'Gnejs'}
{'SiO2': 39, 'TiO2': 93, 'Al2O3': 40, 'FeO': 27, 'MnO': 51, 'MgO': 2, 'CaO': 32, 'Na2O': 30, 'K2O': 57, 'F': 89, 'Cl': 11, 'Bjergart': 'Gnejs'}
{'SiO2': 1, 'TiO2': 100, 'Al2O3': 86, 'FeO': 19, 'MnO': 90, 'MgO': 69, 'CaO': 92, 'Na2O': 74, 'K2O': 93, 'F': 60, 'Cl': 1, 'Bjergart': 'Gnejs'}
{'SiO2': 33, 'TiO2': 65, 'Al2O3': 7, 'FeO': 47, 'MnO': 28, 'MgO': 93, 'CaO': 93, 'Na2O': 40, 'K2O': 77, 'F': 76, 'Cl': 6, 'Bjergart': 'Basalt'}
{'SiO2': 32, 'TiO2': 65, 'Al2O3': 48, 'FeO': 51, 'MnO': 63, 'MgO': 75, 'CaO': 94, 'Na2O': 82, 'K2O': 55, 'F': 87, 'Cl': 21, 'Bjergart': 'Dunit'}
{'SiO2': 45, 'TiO2': 20, 'Al2O3': 58, 'FeO': 95, 'MnO': 60, 'MgO': 80, 'CaO': 78, 'Na2O': 5, 'K2O': 96, 'F': 30, 'Cl': 84, 'Bjergart': 'Basalt'}
{'SiO2': 60, 'TiO2': 41, 'Al2O3': 79, 'FeO': 40, 'MnO': 74, 'MgO': 92, 'CaO': 80, 'Na2O': 96, 'K2O': 72, 'F': 28, 'Cl': 3, 'Bjergart': 'Basalt'}
{'SiO2': 65, 'TiO2': 71, 'Al2O3': 81, 'FeO': 58, 'MnO': 46, 'MgO': 99, 'CaO': 27, 'Na2O': 24, 'K2O': 34, 'F': 35, 'Cl': 62, 'Bjergart': 'Amfibolit'}
{'SiO2': 82, 'TiO2': 93, 'Al2O3': 54, 'FeO': 26, 'MnO': 10, 'MgO': 44, 'CaO': 74, 'Na2O': 27, 'K2O': 98, 'F': 61, 'Cl': 28, 'Bjergart': 'Amfibolit'}
{'SiO2': 73, 'TiO2': 4, 'Al2O3': 80, 'FeO': 6, 'MnO': 23, 'MgO': 32, 'CaO': 84, 'Na2O': 82, 'K2O': 54, 'F': 82, 'Cl': 70, 'Bjergart': 'Amfibolit'}
{'SiO2': 85, 'TiO2': 82, 'Al2O3': 58, 'FeO': 51, 'MnO': 5, 'MgO': 44, 'CaO': 64, 'Na2O': 69, 'K2O': 80, 'F': 55, 'Cl': 91, 'Bjergart': 'Granulit'}
{'SiO2': 99, 'TiO2': 46, 'Al2O3': 0, 'FeO': 74, 'MnO': 52, 'MgO': 72, 'CaO': 40, 'Na2O': 79, 'K2O': 41, 'F': 64, 'Cl': 58, 'Bjergart': 'Harzburgite'}
{'SiO2': 99, 'TiO2': 46, 'Al2O3': 60, 'FeO': 23, 'MnO': 57, 'MgO': 11, 'CaO': 73, 'Na2O': 48, 'K2O': 3, 'F': 10, 'Cl': 3, 'Bjergart': 'Basalt'}
{'SiO2': 76, 'TiO2': 25, 'Al2O3': 30, 'FeO': 30, 'MnO': 21, 'MgO': 86, 'CaO': 88, 'Na2O': 58, 'K2O': 61, 'F': 50, 'Cl': 84, 'Bjergart': 'Dunit'}
{'SiO2': 49, 'TiO2': 1, 'Al2O3': 58, 'FeO': 35, 'MnO': 24, 'MgO': 14, 'CaO': 96, 'Na2O': 9, 'K2O': 38, 'F': 13, 'Cl': 4, 'Bjergart': 'Granulit'}
{'SiO2': 93, 'TiO2': 12, 'Al2O3': 96, 'FeO': 28, 'MnO': 71, 'MgO': 58, 'CaO': 86, 'Na2O': 11, 'K2O': 57, 'F': 79, 'Cl': 90, 'Bjergart': 'Granit'}
{'SiO2': 98, 'TiO2': 65, 'Al2O3': 63, 'FeO': 40, 'MnO': 22, 'MgO': 61, 'CaO': 24, 'Na2O': 67, 'K2O': 48, 'F': 19, 'Cl': 88, 'Bjergart': 'Granulit'}
{'SiO2': 18, 'TiO2': 75, 'Al2O3': 5, 'FeO': 97, 'MnO': 81, 'MgO': 36, 'CaO': 33, 'Na2O': 47, 'K2O': 61, 'F': 97, 'Cl': 50, 'Bjergart': 'Gnejs'}
{'SiO2': 46, 'TiO2': 70, 'Al2O3': 17, 'FeO': 32, 'MnO': 46, 'MgO': 64, 'CaO': 9, 'Na2O': 27, 'K2O': 76, 'F': 97, 'Cl': 8, 'Bjergart': 'Basalt'}
{'SiO2': 79, 'TiO2': 46, 'Al2O3': 86, 'FeO': 97, 'MnO': 82, 'MgO': 16, 'CaO': 88, 'Na2O': 95, 'K2O': 88, 'F': 69, 'Cl': 10, 'Bjergart': 'Amfibolit'}
{'SiO2': 3, 'TiO2': 66, 'Al2O3': 26, 'FeO': 36, 'MnO': 100, 'MgO': 76, 'CaO': 45, 'Na2O': 74, 'K2O': 7, 'F': 85, 'Cl': 67, 'Bjergart': 'Harzburgite'}
{'SiO2': 12, 'TiO2': 27, 'Al2O3': 45, 'FeO': 88, 'MnO': 46, 'MgO': 32, 'CaO': 56, 'Na2O': 52, 'K2O': 86, 'F': 21, 'Cl': 67, 'Bjergart': 'Granulit'}
{'SiO2': 52, 'TiO2': 39, 'Al2O3': 53, 'FeO': 26, 'MnO': 14, 'MgO': 57, 'CaO': 47, 'Na2O': 14, 'K2O': 93, 'F': 50, 'Cl': 41, 'Bjergart': 'Granulit'}
{'SiO2': 60, 'TiO2': 2, 'Al2O3': 67, 'FeO': 30, 'MnO': 14, 'MgO': 85, 'CaO': 26, 'Na2O': 8, 'K2O': 72, 'F': 86, 'Cl': 12, 'Bjergart': 'Basalt'}
{'SiO2': 50, 'TiO2': 100, 'Al2O3': 12, 'FeO': 85, 'MnO': 66, 'MgO': 54, 'CaO': 37, 'Na2O': 58, 'K2O': 89, 'F': 27, 'Cl': 65, 'Bjergart': 'Harzburgite'}
{'SiO2': 90, 'TiO2': 6, 'Al2O3': 93, 'FeO': 77, 'MnO': 22, 'MgO': 20, 'CaO': 90, 'Na2O': 94, 'K2O': 90, 'F': 98, 'Cl': 95, 'Bjergart': 'Amfibolit'}
{'SiO2': 63, 'TiO2': 3, 'Al2O3': 3, 'FeO': 13, 'MnO': 30, 'MgO': 2, 'CaO': 96, 'Na2O': 40, 'K2O': 24, 'F': 96, 'Cl': 20, 'Bjergart': 'Gnejs'}
{'SiO2': 42, 'TiO2': 61, 'Al2O3': 98, 'FeO': 60, 'MnO': 43, 'MgO': 10, 'CaO': 89, 'Na2O': 3, 'K2O': 47, 'F': 52, 'Cl': 100, 'Bjergart': 'Amfibolit'}
{'SiO2': 9, 'TiO2': 85, 'Al2O3': 90, 'FeO': 77, 'MnO': 48, 'MgO': 58, 'CaO': 29, 'Na2O': 98, 'K2O': 23, 'F': 46, 'Cl': 28, 'Bjergart': 'Basalt'}
{'SiO2': 77, 'TiO2': 80, 'Al2O3': 22, 'FeO': 81, 'MnO': 73, 'MgO': 26, 'CaO': 90, 'Na2O': 8, 'K2O': 58, 'F': 37, 'Cl': 45, 'Bjergart': 'Basalt'}
{'SiO2': 87, 'TiO2': 55, 'Al2O3': 86, 'FeO': 52, 'MnO': 31, 'MgO': 59, 'CaO': 16, 'Na2O': 51, 'K2O': 36, 'F': 91, 'Cl': 43, 'Bjergart': 'Dunit'}
{'SiO2': 1, 'TiO2': 50, 'Al2O3': 93, 'FeO': 69, 'MnO': 90, 'MgO': 74, 'CaO': 79, 'Na2O': 97, 'K2O': 83, 'F': 4, 'Cl': 40, 'Bjergart': 'Granulit'}
{'SiO2': 56, 'TiO2': 87, 'Al2O3': 92, 'FeO': 2, 'MnO': 12, 'MgO': 33, 'CaO': 30, 'Na2O': 75, 'K2O': 69, 'F': 56, 'Cl': 94, 'Bjergart': 'Granulit'}
{'SiO2': 3, 'TiO2': 52, 'Al2O3': 1, 'FeO': 26, 'MnO': 67, 'MgO': 45, 'CaO': 86, 'Na2O': 60, 'K2O': 56, 'F': 66, 'Cl': 92, 'Bjergart': 'Basalt'}
{'SiO2': 32, 'TiO2': 87, 'Al2O3': 61, 'FeO': 4, 'MnO': 94, 'MgO': 35, 'CaO': 76, 'Na2O': 17, 'K2O': 83, 'F': 76, 'Cl': 72, 'Bjergart': 'Basalt'}
{'SiO2': 21, 'TiO2': 23, 'Al2O3': 48, 'FeO': 10, 'MnO': 81, 'MgO': 2, 'CaO': 87, 'Na2O': 94, 'K2O': 36, 'F': 34, 'Cl': 1, 'Bjergart': 'Granit'}
{'SiO2': 69, 'TiO2': 83, 'Al2O3': 19, 'FeO': 33, 'MnO': 38, 'MgO': 51, 'CaO': 2, 'Na2O': 34, 'K2O': 18, 'F': 58, 'Cl': 65, 'Bjergart': 'Harzburgite'}
{'SiO2': 1, 'TiO2': 43, 'Al2O3': 11, 'FeO': 9, 'MnO': 47, 'MgO': 63, 'CaO': 44, 'Na2O': 3, 'K2O': 22, 'F': 24, 'Cl': 57, 'Bjergart': 'Harzburgite'}
{'SiO2': 43, 'TiO2': 55, 'Al2O3': 90, 'FeO': 74, 'MnO': 51, 'MgO': 72, 'CaO': 31, 'Na2O': 61, 'K2O': 82, 'F': 95, 'Cl': 11, 'Bjergart': 'Gnejs'}
{'SiO2': 22, 'TiO2': 71, 'Al2O3': 84, 'FeO': 59, 'MnO': 44, 'MgO': 79, 'CaO': 41, 'Na2O': 68, 'K2O': 69, 'F': 54, 'Cl': 59, 'Bjergart': 'Amfibolit'}
{'SiO2': 30, 'TiO2': 37, 'Al2O3': 60, 'FeO': 97, 'MnO': 40, 'MgO': 25, 'CaO': 42, 'Na2O': 93, 'K2O': 31, 'F': 46, 'Cl': 98, 'Bjergart': 'Amfibolit'}
{'SiO2': 0, 'TiO2': 50, 'Al2O3': 90, 'FeO': 7, 'MnO': 58, 'MgO': 22, 'CaO': 85, 'Na2O': 9, 'K2O': 12, 'F': 58, 'Cl': 63, 'Bjergart': 'Granulit'}
{'SiO2': 44, 'TiO2': 20, 'Al2O3': 89, 'FeO': 77, 'MnO': 18, 'MgO': 64, 'CaO': 89, 'Na2O': 25, 'K2O': 4, 'F': 35, 'Cl': 28, 'Bjergart': 'Gnejs'}
{'SiO2': 82, 'TiO2': 33, 'Al2O3': 100, 'FeO': 57, 'MnO': 38, 'MgO': 44, 'CaO': 50, 'Na2O': 79, 'K2O': 96, 'F': 40, 'Cl': 100, 'Bjergart': 'Granit'}
{'SiO2': 20, 'TiO2': 43, 'Al2O3': 34, 'FeO': 21, 'MnO': 50, 'MgO': 54, 'CaO': 89, 'Na2O': 5, 'K2O': 66, 'F': 58, 'Cl': 96, 'Bjergart': 'Granit'}
{'SiO2': 13, 'TiO2': 73, 'Al2O3': 52, 'FeO': 84, 'MnO': 39, 'MgO': 95, 'CaO': 74, 'Na2O': 86, 'K2O': 56, 'F': 51, 'Cl': 88, 'Bjergart': 'Dunit'}
{'SiO2': 55, 'TiO2': 55, 'Al2O3': 10, 'FeO': 25, 'MnO': 71, 'MgO': 22, 'CaO': 67, 'Na2O': 24, 'K2O': 14, 'F': 37, 'Cl': 26, 'Bjergart': 'Granulit'}
{'SiO2': 99, 'TiO2': 0, 'Al2O3': 26, 'FeO': 68, 'MnO': 73, 'MgO': 50, 'CaO': 98, 'Na2O': 98, 'K2O': 100, 'F': 42, 'Cl': 47, 'Bjergart': 'Granit'}
{'SiO2': 27, 'TiO2': 80, 'Al2O3': 23, 'FeO': 88, 'MnO': 76, 'MgO': 36, 'CaO': 9, 'Na2O': 52, 'K2O': 91, 'F': 82, 'Cl': 20, 'Bjergart': 'Granulit'}
{'SiO2': 52, 'TiO2': 60, 'Al2O3': 57, 'FeO': 55, 'MnO': 84, 'MgO': 30, 'CaO': 52, 'Na2O': 61, 'K2O': 78, 'F': 62, 'Cl': 0, 'Bjergart': 'Basalt'}
{'SiO2': 46, 'TiO2': 75, 'Al2O3': 90, 'FeO': 98, 'MnO': 48, 'MgO': 85, 'CaO': 19, 'Na2O': 53, 'K2O': 0, 'F': 62, 'Cl': 72, 'Bjergart': 'Dunit'}
{'SiO2': 93, 'TiO2': 62, 'Al2O3': 44, 'FeO': 53, 'MnO': 37, 'MgO': 66, 'CaO': 43, 'Na2O': 10, 'K2O': 91, 'F': 85, 'Cl': 63, 'Bjergart': 'Harzburgite'}
{'SiO2': 67, 'TiO2': 17, 'Al2O3': 12, 'FeO': 84, 'MnO': 21, 'MgO': 44, 'CaO': 59, 'Na2O': 6, 'K2O': 65, 'F': 2, 'Cl': 1, 'Bjergart': 'Dunit'}
{'SiO2': 73, 'TiO2': 54, 'Al2O3': 10, 'FeO': 77, 'MnO': 28, 'MgO': 24, 'CaO': 33, 'Na2O': 73, 'K2O': 57, 'F': 24, 'Cl': 15, 'Bjergart': 'Basalt'}
